order_id,order_datetime,promised_datetime,shipped_datetime,delivered_datetime,center_id,sku_category,customer_region,delivery_type,customer_type,item_count,order_amount,picking_minutes,packing_minutes,shipping_distance_km,courier_partner,return_flag,damage_flag
OD103965,2026-01-14 18:36:00,2026-01-15 18:36:00,2026-01-14 19:17:24,2026-01-15 11:26:06,FC03,반려동물,충청권,로켓배송,와우회원,4,24300.0,32.1,9.3,118.5,CLS,0,0
OD105065,2026-01-14 15:07:00,2026-01-15 15:07:00,2026-01-14 15:47:06,2026-01-15 09:08:34,FC01,식품,호남권,로켓배송,와우회원,4,42800.0,15.4,24.7,151.6,CLS,0,0
OD102066,2026-01-19 14:56:00,2026-01-20 14:56:00,2026-01-19 16:13:30,2026-01-20 09:11:49,FC04,생활용품,강원권,로켓배송,와우회원,3,16600.0,41.2,36.3,138.8,PartnerB,0,1
OD102441,2026-01-28 12:59:00,2026-01-29 12:59:00,2026-01-28 13:29:42,2026-01-29 08:21:57,FC01,식품,수도권,로켓배송,와우회원,3,14900.0,16.5,14.2,102.5,CLS,0,0
OD101151,2026-01-05 17:13:00,2026-01-06 17:13:00,2026-01-05 18:43:42,2026-01-06 14:03:52,FC04,식품,제주권,로켓배송,일반,2,62600.0,64.1,26.6,248.9,CLS,0,0
OD104389,2026-01-29 13:21:00,2026-01-30 13:21:00,2026-01-29 14:01:48,2026-01-30 05:48:09,FC05,반려동물,수도권,로켓배송,일반,4,51800.0,26.2,14.6,47.5,PartnerA,0,0
OD104048,2026-01-21 14:40:00,2026-01-22 02:40:00,2026-01-21 15:20:36,2026-01-22 03:44:40,FC05,생활용품,수도권,새벽배송,일반,2,31300.0,30.1,10.5,175.6,CLS,1,0
OD101346,2026-01-10 07:42:00,2026-01-12 07:42:00,2026-01-10 08:44:42,2026-01-11 16:32:54,FC02,생활용품,수도권,일반배송,기업,1,74200.0,46.3,16.4,95.2,CLS,0,0
OD101960,2026-01-22 14:29:00,2026-01-23 02:29:00,2026-01-22 15:07:18,2026-01-23 04:21:07,FC02,식품,충청권,새벽배송,일반,3,39200.0,25.4,12.9,91.8,CLS,0,0
OD102934,2026-01-12 11:10:00,2026-01-13 11:10:00,2026-01-12 11:30:06,2026-01-13 06:18:56,FC04,뷰티,호남권,로켓배송,와우회원,3,37500.0,11.1,9.0,98.8,CLS,0,0
OD100064,2026-01-07 08:52:00,2026-01-08 08:52:00,2026-01-07 10:14:12,2026-01-07 22:38:09,FC04,패션,충청권,로켓배송,기업,3,106900.0,31.1,51.1,77.4,CLS,0,0
OD104649,2026-01-30 04:30:00,2026-01-31 04:30:00,2026-01-30 05:24:30,2026-01-31 00:48:43,FC01,전자기기,수도권,로켓배송,와우회원,2,62800.0,39.9,14.6,118.2,CLS,0,0
OD103433,2026-01-18 20:05:00,2026-01-19 20:05:00,2026-01-18 20:46:42,2026-01-19 14:56:12,FC01,전자기기,영남권,로켓배송,와우회원,3,89800.0,32.7,9.0,122.8,PartnerB,0,0
OD104054,2026-01-07 21:43:00,2026-01-08 21:43:00,2026-01-07 22:19:48,2026-01-08 14:46:31,FC05,패션,수도권,로켓배송,와우회원,3,164000.0,27.7,9.1,106.7,PartnerC,0,0
OD103003,2026-01-29 17:59:00,2026-01-30 05:59:00,2026-01-29 18:48:24,2026-01-30 10:49:07,FC01,전자기기,수도권,새벽배송,와우회원,2,91900.0,37.8,11.6,161.7,CLS,0,0
OD104818,2026-01-02 18:51:00,2026-01-04 18:51:00,2026-01-02 19:28:54,2026-01-04 03:22:04,FC01,식품,강원권,일반배송,일반,3,11300.0,24.9,13.0,151.7,CLS,0,0
