order_id,order_datetime,promised_datetime,shipped_datetime,delivered_datetime,center_id,sku_category,customer_region,delivery_type,customer_type,item_count,order_amount,picking_minutes,packing_minutes,shipping_distance_km,courier_partner,return_flag,damage_flag
OD102675,2026-03-05 05:00:00,2026-03-06 05:00:00,2026-03-05 06:19:36,2026-03-05 23:26:35,FC03,생활용품,영남권,로켓배송,와우회원,2,32400.0,58.2,21.4,236.1,CLS,0,0
OD102246,2026-03-07 10:57:00,2026-03-08 10:57:00,2026-03-07 12:34:54,2026-03-08 07:19:03,FC03,식품,충청권,로켓배송,일반,3,27100.0,65.4,32.5,170.1,CLS,0,0
OD102633,2026-03-09 13:05:00,2026-03-11 13:05:00,2026-03-09 13:31:54,2026-03-10 22:51:27,FC03,식품,호남권,일반배송,와우회원,3,59000.0,15.3,11.6,183.6,CLS,0,0
OD102139,2026-03-03 11:25:00,2026-03-05 11:25:00,2026-03-03 11:59:00,2026-03-04 17:14:23,FC02,전자기기,수도권,일반배송,와우회원,4,405400.0,27.7,6.3,63.3,PartnerC,1,0
OD101562,2026-03-18 17:40:00,2026-03-19 17:40:00,2026-03-18 18:00:54,2026-03-19 13:40:21,FC01,도서,수도권,로켓배송,와우회원,3,26100.0,13.5,7.4,21.7,PartnerA,0,0
OD102573,2026-03-07 08:13:00,2026-03-07 20:13:00,2026-03-07 08:53:24,2026-03-07 23:56:41,FC01,식품,강원권,새벽배송,일반,4,29100.0,26.6,13.8,126.5,CLS,0,0
OD102005,2026-03-04 14:09:00,2026-03-05 14:09:00,2026-03-04 14:50:30,2026-03-05 07:37:49,FC04,생활용품,수도권,로켓배송,기업,5,168300.0,25.1,16.4,64.4,PartnerC,0,0
OD103151,2026-03-15 16:51:00,2026-03-16 16:51:00,2026-03-15 17:43:48,2026-03-16 15:32:37,FC01,생활용품,영남권,로켓배송,와우회원,4,144200.0,39.2,13.6,138.5,CLS,0,0
OD101640,2026-03-25 07:36:00,2026-03-27 07:36:00,2026-03-25 08:08:12,2026-03-26 17:12:52,FC02,패션,수도권,일반배송,와우회원,4,136600.0,22.9,9.3,45.4,CLS,0,0
OD103832,2026-03-02 06:17:00,2026-03-04 06:17:00,2026-03-02 06:48:54,2026-03-03 17:55:20,FC02,식품,강원권,일반배송,와우회원,3,48200.0,20.4,11.5,229.1,CLS,0,0
OD103372,2026-03-16 19:33:00,2026-03-17 19:33:00,2026-03-16 20:03:42,2026-03-17 12:09:02,FC03,식품,수도권,로켓배송,와우회원,3,52500.0,22.1,8.6,42.5,PartnerB,0,0
OD104635,2026-03-16 21:07:00,2026-03-18 21:07:00,2026-03-16 22:26:06,2026-03-18 03:51:02,FC01,전자기기,수도권,일반배송,와우회원,7,344700.0,54.5,24.6,65.5,CLS,0,0
OD105094,2026-03-04 16:15:00,2026-03-05 04:15:00,2026-03-04 16:51:54,2026-03-05 06:34:26,FC03,반려동물,수도권,새벽배송,와우회원,4,85600.0,20.0,16.9,108.2,PartnerB,0,0
OD102453,2026-03-24 08:12:00,2026-03-25 08:12:00,2026-03-24 08:54:42,2026-03-25 02:58:00,FC05,생활용품,수도권,로켓배송,와우회원,6,62300.0,23.5,19.2,59.7,CLS,0,0
OD104119,2026-03-20 05:16:00,2026-03-21 05:16:00,2026-03-20 07:15:00,2026-03-20 21:27:34,FC03,생활용품,수도권,로켓배송,와우회원,5,72200.0,65.9,53.1,38.2,CLS,0,0
OD104431,2026-03-16 07:24:00,2026-03-17 07:24:00,2026-03-16 08:34:54,2026-03-17 02:27:34,FC05,식품,수도권,로켓배송,일반,3,38000.0,30.9,40.0,47.5,PartnerB,0,0
OD103283,2026-03-14 17:24:00,2026-03-15 17:24:00,2026-03-14 17:55:24,2026-03-15 10:35:40,FC02,생활용품,수도권,로켓배송,일반,4,70400.0,21.3,10.1,68.2,PartnerB,0,0
OD103159,2026-03-16 13:06:00,2026-03-17 13:06:00,2026-03-16 13:50:18,2026-03-17 04:52:06,FC01,식품,충청권,로켓배송,일반,2,59400.0,26.6,17.7,127.0,CLS,1,0
OD102765,2026-03-28 15:21:00,2026-03-29 03:21:00,2026-03-28 16:20:12,2026-03-29 11:12:05,FC03,식품,제주권,새벽배송,일반,4,57300.0,31.2,28.0,295.3,CLS,1,0
OD101417,2026-03-30 21:53:00,2026-03-31 21:53:00,2026-03-30 22:26:12,2026-03-31 16:05:45,FC03,전자기기,충청권,로켓배송,일반,4,64300.0,15.2,18.0,145.7,PartnerA,1,0
OD101893,2026-03-08 13:36:00,2026-03-09 13:36:00,2026-03-08 15:00:42,2026-03-09 06:14:26,FC04,뷰티,호남권,로켓배송,와우회원,3,67700.0,47.2,37.5,118.3,CLS,0,0
OD102443,2026-03-29 17:35:00,2026-03-30 05:35:00,2026-03-29 18:11:18,2026-03-30 04:24:34,FC04,뷰티,영남권,새벽배송,일반,1,33100.0,27.7,8.6,196.4,CLS,0,1
OD101685,2026-03-03 12:10:00,2026-03-05 12:10:00,2026-03-03 12:54:12,2026-03-04 22:22:01,FC02,생활용품,강원권,일반배송,기업,6,251400.0,37.5,6.7,157.3,CLS,0,0
OD104589,2026-03-13 21:44:00,2026-03-14 09:44:00,2026-03-13 22:11:36,2026-03-14 11:35:50,FC02,반려동물,영남권,새벽배송,일반,2,48600.0,10.5,17.1,166.1,CLS,0,0
OD100205,2026-03-10 19:44:00,2026-03-12 19:44:00,2026-03-10 20:26:36,2026-03-12 06:44:15,FC05,반려동물,영남권,일반배송,와우회원,2,18300.0,27.7,14.9,185.8,CLS,0,0
OD105066,2026-03-11 13:13:00,2026-03-12 01:13:00,2026-03-11 13:47:54,2026-03-12 05:00:13,FC01,패션,제주권,새벽배송,와우회원,5,135700.0,23.4,11.5,280.8,PartnerC,0,0
OD104229,2026-03-01 22:49:00,2026-03-02 22:49:00,2026-03-01 23:48:30,2026-03-02 18:51:42,FC05,전자기기,수도권,로켓배송,일반,5,316700.0,37.4,22.1,49.1,CLS,0,0
OD103222,2026-03-13 20:12:00,2026-03-14 20:12:00,2026-03-13 20:38:24,2026-03-14 13:25:43,FC04,생활용품,호남권,로켓배송,와우회원,3,35200.0,12.9,13.5,136.3,CLS,0,0
OD103191,2026-03-13 14:26:00,2026-03-14 02:26:00,2026-03-13 14:48:54,2026-03-14 02:23:44,FC01,패션,영남권,새벽배송,와우회원,2,50200.0,15.5,7.4,146.2,CLS,0,0
OD103941,2026-03-09 18:26:00,2026-03-10 06:26:00,2026-03-09 19:06:54,2026-03-10 06:40:38,FC03,뷰티,수도권,새벽배송,일반,3,28400.0,19.5,21.4,90.3,CLS,0,0
OD100318,2026-03-24 14:19:00,2026-03-25 14:19:00,2026-03-24 15:13:54,2026-03-25 09:32:11,FC02,패션,수도권,로켓배송,일반,1,12100.0,28.4,26.5,129.5,CLS,0,0
OD105101,2026-03-13 13:55:00,2026-03-14 01:55:00,2026-03-13 14:52:36,2026-03-14 04:59:24,FC04,전자기기,강원권,새벽배송,기업,3,186900.0,23.6,34.0,179.8,PartnerC,0,0
OD101676,2026-03-05 18:33:00,2026-03-07 18:33:00,2026-03-05 19:28:06,2026-03-07 06:26:50,FC02,뷰티,영남권,일반배송,와우회원,4,126300.0,43.2,11.9,111.6,PartnerA,0,0
OD102027,2026-03-31 18:44:00,2026-04-01 18:44:00,2026-03-31 19:27:24,2026-04-01 14:34:28,FC02,반려동물,수도권,로켓배송,와우회원,5,91100.0,22.1,21.3,74.2,CLS,0,0
OD102298,2026-03-26 07:04:00,2026-03-27 07:04:00,2026-03-26 07:43:06,2026-03-27 02:58:15,FC03,생활용품,영남권,로켓배송,기업,4,85100.0,27.0,12.1,176.3,CLS,0,0
OD101811,2026-03-16 12:10:00,2026-03-17 00:10:00,2026-03-16 13:06:24,2026-03-17 02:51:00,FC01,생활용품,영남권,새벽배송,와우회원,5,103100.0,29.3,27.1,203.3,CLS,0,0
OD102188,2026-03-27 19:45:00,2026-03-28 19:45:00,2026-03-27 20:24:18,2026-03-28 15:27:29, FC04 ,반려동물,강원권,로켓배송,일반,1,27400.0,23.7,15.6,158.9,CLS,0,0
OD100431,2026-03-31 17:44:00,2026-04-01 17:44:00,2026-03-31 18:15:24,2026-04-01 13:11:01,FC02,패션,호남권,로켓배송,와우회원,2,117800.0,20.3,11.1,128.0,PartnerB,0,0
OD100940,2026-03-15 08:13:00,2026-03-16 08:13:00,2026-03-15 09:01:30,2026-03-16 03:14:29,FC02,생활용품,호남권,로켓배송,기업,3,146800.0,32.2,16.3,148.6,CLS,0,0
OD104524,2026-03-20 15:31:00,2026-03-21 15:31:00,2026-03-20 16:01:24,2026-03-21 06:52:38,FC02,생활용품,수도권,로켓배송,일반,2,45000.0,12.5,17.9,22.2,CLS,0,0
OD103795,2026-03-16 14:20:00,2026-03-17 14:20:00,2026-03-16 14:51:36,2026-03-17 14:31:38,FC02,패션,충청권,로켓배송,와우회원,3,122100.0,24.3,7.3,204.4,PartnerA,0,0
OD100560,2026-03-01 22:01:00,2026-03-02 22:01:00,2026-03-01 22:16:48,2026-03-02 14:47:00,FC01,식품,수도권,로켓배송,일반,2,30100.0,5.5,10.3,36.0,PartnerC,0,0
OD104670,2026-03-25 09:31:00,2026-03-25 21:31:00,2026-03-25 09:52:54,2026-03-26 00:10:33,FC03,뷰티,영남권,새벽배송,와우회원,2,139300.0,9.1,12.8,156.2,PartnerC,0,0
OD102592,2026-03-07 10:00:00,2026-03-08 10:00:00,2026-03-07 10:31:12,2026-03-08 03:40:26,FC01,도서,수도권,로켓배송,와우회원,2,69200.0,13.4,17.8,63.6,PartnerA,0,0
OD101038,2026-03-23 17:04:00,2026-03-24 17:04:00,2026-03-23 17:38:18,2026-03-24 08:46:42,FC01,생활용품,수도권,로켓배송,와우회원,3,"₩35,500",26.9,7.4,73.4,CLS,0,0
OD103804,2026-03-21 00:35:00,2026-03-22 00:35:00,2026-03-21 00:52:30,2026-03-21 22:06:01,FC01,전자기기,호남권,로켓배송,일반,2,116500.0,13.4,4.1,220.2,CLS,0,0
OD104421,2026-03-14 20:43:00,2026-03-15 08:43:00,2026-03-14 21:10:18,2026-03-15 08:56:36,FC01,생활용품,수도권,새벽배송,와우회원,2,39400.0,14.6,12.7,152.9,PartnerC,0,0
OD101992,2026-03-29 20:27:00,2026-03-30 08:27:00,2026-03-29 21:23:42,2026-03-30 08:44:00,FC01,생활용품,충청권,새벽배송,일반,2,32400.0,48.0,8.7,75.3,CLS,0,0
OD100018,2026-03-23 14:48:00,2026-03-24 14:48:00,,2026-03-24 10:05:22,FC05,생활용품,수도권,로켓배송,와우회원,4,84400.0,63.8,27.8,120.0,PartnerB,0,0
